"CHROM"	"BEG"	"END"
"Scate-un1856"	"1520963403"	"1520964014"
"Scate-un1858"	"1520964015"	"1520964622"
"Scate-un1859"	"1520964623"	"1520965225"
"Scate-un1860"	"1520965226"	"1520965826"
"Scate-un1861"	"1520965827"	"1520966426"
"Scate-un1862"	"1520966427"	"1520967024"
"Scate-un1864"	"1520967025"	"1520967621"
"Scate-un1863"	"1520967622"	"1520968218"
"Scate-un1865"	"1520968219"	"1520968813"
"Scate-un1866"	"1520968814"	"1520969407"
"Scate-un1869"	"1520969408"	"1520969997"
"Scate-un1868"	"1520969998"	"1520970587"
"Scate-un1867"	"1520970588"	"1520971177"
"Scate-un1870"	"1520971178"	"1520971765"
"Scate-un1871"	"1520971766"	"1520972351"
"Scate-un1872"	"1520972352"	"1520972936"
"Scate-un1873"	"1520972937"	"1520973519"
"Scate-un1874"	"1520973520"	"1520974101"
"Scate-un1876"	"1520974102"	"1520974680"
"Scate-un1875"	"1520974681"	"1520975259"
"Scate-un1877"	"1520975260"	"1520975836"
"Scate-un1878"	"1520975837"	"1520976411"
"Scate-un1880"	"1520976412"	"1520976984"
"Scate-un1879"	"1520976985"	"1520977557"
"Scate-un1882"	"1520977558"	"1520978129"
"Scate-un1881"	"1520978130"	"1520978701"
"Scate-un1883"	"1520978702"	"1520979272"
"Scate-un1884"	"1520979273"	"1520979842"
"Scate-un1885"	"1520979843"	"1520980411"
"Scate-un1886"	"1520980412"	"1520980978"
"Scate-un1891"	"1520980979"	"1520981543"
"Scate-un1890"	"1520981544"	"1520982108"
"Scate-un1889"	"1520982109"	"1520982673"
"Scate-un1888"	"1520982674"	"1520983238"
"Scate-un1887"	"1520983239"	"1520983803"
"Scate-un1894"	"1520983804"	"1520984366"
"Scate-un1893"	"1520984367"	"1520984929"
"Scate-un1892"	"1520984930"	"1520985492"
"Scate-un1896"	"1520985493"	"1520986053"
"Scate-un1895"	"1520986054"	"1520986614"
"Scate-un1898"	"1520986615"	"1520987174"
"Scate-un1897"	"1520987175"	"1520987734"
"Scate-un1900"	"1520987735"	"1520988292"
"Scate-un1899"	"1520988293"	"1520988850"
"Scate-un1902"	"1520988851"	"1520989407"
"Scate-un1901"	"1520989408"	"1520989964"
"Scate-un1903"	"1520989965"	"1520990520"
"Scate-un1905"	"1520990521"	"1520991074"
"Scate-un1904"	"1520991075"	"1520991628"
"Scate-un1908"	"1520991629"	"1520992181"
"Scate-un1907"	"1520992182"	"1520992734"
"Scate-un1906"	"1520992735"	"1520993287"
"Scate-un1910"	"1520993288"	"1520993839"
"Scate-un1909"	"1520993840"	"1520994391"
"Scate-un1912"	"1520994392"	"1520994942"
"Scate-un1911"	"1520994943"	"1520995493"
"Scate-un1914"	"1520995494"	"1520996042"
"Scate-un1913"	"1520996043"	"1520996591"
"Scate-un1915"	"1520996592"	"1520997139"
"Scate-un1917"	"1520997140"	"1520997686"
"Scate-un1916"	"1520997687"	"1520998233"
"Scate-un1918"	"1520998234"	"1520998779"
"Scate-un1923"	"1520998780"	"1520999324"
"Scate-un1922"	"1520999325"	"1520999869"
"Scate-un1921"	"1520999870"	"1521000414"
"Scate-un1920"	"1521000415"	"1521000959"
"Scate-un1919"	"1521000960"	"1521001504"
"Scate-un1925"	"1521001505"	"1521002048"
"Scate-un1924"	"1521002049"	"1521002592"
"Scate-un1927"	"1521002593"	"1521003135"
"Scate-un1926"	"1521003136"	"1521003678"
"Scate-un1929"	"1521003679"	"1521004219"
"Scate-un1928"	"1521004220"	"1521004760"
"Scate-un1931"	"1521004761"	"1521005300"
"Scate-un1930"	"1521005301"	"1521005840"
"Scate-un1932"	"1521005841"	"1521006379"
"Scate-un1933"	"1521006380"	"1521006917"
"Scate-un1935"	"1521006918"	"1521007454"
"Scate-un1934"	"1521007455"	"1521007991"
"Scate-un1938"	"1521007992"	"1521008527"
"Scate-un1937"	"1521008528"	"1521009063"
"Scate-un1936"	"1521009064"	"1521009599"
"Scate-un1939"	"1521009600"	"1521010133"
"Scate-un1942"	"1521010134"	"1521010666"
"Scate-un1941"	"1521010667"	"1521011199"
"Scate-un1940"	"1521011200"	"1521011732"
"Scate-un1943"	"1521011733"	"1521012262"
"Scate-un1947"	"1521012263"	"1521012791"
"Scate-un1946"	"1521012792"	"1521013320"
"Scate-un1945"	"1521013321"	"1521013849"
"Scate-un1944"	"1521013850"	"1521014378"
"Scate-un1948"	"1521014379"	"1521014906"
"Scate-un1950"	"1521014907"	"1521015432"
"Scate-un1949"	"1521015433"	"1521015958"
"Scate-un1952"	"1521015959"	"1521016483"
"Scate-un1951"	"1521016484"	"1521017008"
"Scate-un1954"	"1521017009"	"1521017532"
"Scate-un1953"	"1521017533"	"1521018056"
"Scate-un1955"	"1521018057"	"1521018579"
"Scate-un1956"	"1521018580"	"1521019101"
"Scate-un1958"	"1521019102"	"1521019620"
"Scate-un1957"	"1521019621"	"1521020139"
"Scate-un1959"	"1521020140"	"1521020657"
"Scate-un1962"	"1521020658"	"1521021174"
"Scate-un1961"	"1521021175"	"1521021691"
"Scate-un1960"	"1521021692"	"1521022208"
"Scate-un1966"	"1521022209"	"1521022724"
"Scate-un1965"	"1521022725"	"1521023240"
"Scate-un1964"	"1521023241"	"1521023756"
"Scate-un1963"	"1521023757"	"1521024272"
"Scate-un1967"	"1521024273"	"1521024786"
"Scate-un1970"	"1521024787"	"1521025299"
"Scate-un1969"	"1521025300"	"1521025812"
"Scate-un1968"	"1521025813"	"1521026325"
"Scate-un1973"	"1521026326"	"1521026836"
"Scate-un1972"	"1521026837"	"1521027347"
"Scate-un1971"	"1521027348"	"1521027858"
"Scate-un1976"	"1521027859"	"1521028368"
"Scate-un1975"	"1521028369"	"1521028878"
"Scate-un1974"	"1521028879"	"1521029388"
"Scate-un1977"	"1521029389"	"1521029897"
"Scate-un1978"	"1521029898"	"1521030405"
"Scate-un1980"	"1521030406"	"1521030912"
"Scate-un1979"	"1521030913"	"1521031419"
"Scate-un1984"	"1521031420"	"1521031923"
"Scate-un1983"	"1521031924"	"1521032427"
"Scate-un1982"	"1521032428"	"1521032931"
"Scate-un1981"	"1521032932"	"1521033435"
"Scate-un1985"	"1521033436"	"1521033937"
"Scate-un1986"	"1521033938"	"1521034437"
